,Year,Type,Distance_km,Stage
1123,1970,Stage with mountains,139.5,1
1124,1970,Stage with mountains,170.0,1
1125,1970,Stage with mountains,185.5,1
1126,1970,Stage with mountains,194.0,1
1127,1970,Stage with mountains,194.5,1
1128,1970,Stage with mountains,241.0,1
1129,1970,Stage with mountains,269.5,1
1130,1970,Team time trial,10.7,1
1131,1971,Flat,57.5,1
1132,1971,Flat,59.5,1
1133,1971,Flat,74.5,1
1134,1971,Flat,127.5,1
1135,1971,Flat,133.5,1
1136,1971,Flat,185.0,1
1137,1971,Flat,188.0,1
1138,1971,Flat,208.5,1
1139,1971,Flat,242.0,1
1140,1971,Flat,244.0,1
1141,1971,Flat,251.0,1
1142,1971,Flat,257.5,1
1143,1971,High mountain stage,19.6,1
1144,1971,High mountain stage,134.0,1
1145,1971,High mountain stage,145.0,1
1146,1971,High mountain stage,188.5,1
1147,1971,High mountain stage,214.5,1
1148,1971,High mountain stage,221.0,1
1149,1971,Individual time trial,16.3,1
1150,1971,Individual time trial,53.8,1
1151,1971,Medium mountain stage,90.0,1
1152,1971,Medium mountain stage,144.0,1
1153,1971,Medium mountain stage,153.0,1
1154,1971,Medium mountain stage,165.5,1
1155,1971,Team time trial,11.0,1
1156,1972,Hilly stage,179.0,1
1157,1972,Hilly stage,198.5,1
1158,1972,Hilly stage,213.0,1
1159,1972,Individual time trial,7.2,1
1160,1972,Individual time trial,12.7,1
1161,1972,Individual time trial,42.0,1
1162,1972,Flat,89.0,1
1163,1972,Flat,133.5,1
1164,1972,Flat,161.0,1
1165,1972,Flat,205.0,1
1166,1972,Flat,206.5,1
1167,1972,Flat,210.0,1
1168,1972,Flat,230.0,1
1169,1972,Flat,235.5,1
1170,1972,Flat,236.0,1
1171,1972,Flat,257.5,1
1172,1972,Stage with mountains,28.0,1
1173,1972,Stage with mountains,51.0,1
1174,1972,Stage with mountains,151.0,1
1175,1972,Stage with mountains,163.5,1
1176,1972,Stage with mountains,192.0,1
1177,1972,Stage with mountains,201.0,1
1178,1972,Stage with mountains,207.0,1
1179,1972,Stage with mountains,220.5,1
1180,1972,Team time trial,16.2,1
1181,1973,Individual time trial,7.1,1
1182,1973,Individual time trial,12.4,1
1183,1973,Individual time trial,16.0,1
1184,1973,Individual time trial,28.3,1
1185,1973,Flat,84.0,1
1186,1973,Flat,89.0,1
1187,1973,Flat,137.0,1
1188,1973,Flat,137.5,1
1189,1973,Flat,138.0,1
1190,1973,Flat,210.0,1
1191,1973,Flat,214.0,1
1192,1973,Flat,226.0,1
1193,1973,Flat,233.5,1
1194,1973,Flat,238.0,1
1195,1973,Flat,248.0,1
1196,1973,Stage with mountains,76.0,1
1197,1973,Stage with mountains,86.5,1
1198,1973,Stage with mountains,150.5,1
1199,1973,Stage with mountains,188.0,1
1200,1973,Stage with mountains,216.5,1
1201,1973,Stage with mountains,222.5,1
1202,1973,Stage with mountains,227.5,1
1203,1973,Stage with mountains,234.5,1
1204,1973,Stage with mountains,235.0,1
1205,1973,Stage with mountains,237.5,1
1206,1973,Stage with mountains,244.5,1
1207,1973,Team time trial,12.4,1
1208,1974,Individual time trial,7.0,1
1209,1974,Individual time trial,12.0,1
1210,1974,Individual time trial,37.0,1
1211,1974,Flat,113.0,1
1212,1974,Flat,120.0,1
1213,1974,Flat,126.0,1
1214,1974,Flat,136.0,1
1215,1974,Flat,144.0,1
1216,1974,Flat,146.0,1
1217,1974,Flat,152.0,1
1218,1974,Flat,164.0,1
1219,1974,Flat,165.0,1
1220,1974,Flat,184.0,1
1221,1974,Flat,190.0,1
1222,1974,Flat,196.0,1
1223,1974,Flat,221.0,1
1224,1974,Flat,239.0,1
1225,1974,Flat,249.0,1
1226,1974,Stage with mountains,119.0,1
1227,1974,Stage with mountains,131.0,1
1228,1974,Stage with mountains,141.0,1
1229,1974,Stage with mountains,199.0,1
1230,1974,Stage with mountains,209.0,1
1231,1974,Stage with mountains,225.0,1
1232,1974,Stage with mountains,231.0,1
1233,1974,Stage with mountains,241.0,1
1234,1974,Team time trial,9.0,1
1235,1975,Individual time trial,6.0,1
1236,1975,Individual time trial,16.0,1
1237,1975,Individual time trial,37.0,1
1238,1975,Individual time trial,40.0,1
1239,1975,Flat,94.0,1
1240,1975,Flat,109.0,1
1241,1975,Flat,121.0,1
1242,1975,Flat,131.0,1
1243,1975,Flat,134.0,1
1244,1975,Flat,164.0,1
1245,1975,Flat,170.0,1
1246,1975,Flat,220.0,1
1247,1975,Flat,222.0,1
1248,1975,Flat,223.0,1
1249,1975,Flat,236.0,1
1250,1975,Flat,242.0,1
1251,1975,Flat,256.0,1
1252,1975,Stage with mountains,107.0,1
1253,1975,Stage with mountains,160.0,1
1254,1975,Stage with mountains,174.0,1
1255,1975,Stage with mountains,206.0,1
1256,1975,Stage with mountains,217.0,1
1257,1975,Stage with mountains,225.0,1
1258,1975,Stage with mountains,229.0,1
1259,1975,Stage with mountains,260.0,1
1260,1976,Flat,145.0,1
1261,1976,Flat,152.0,1
1262,1976,Flat,173.0,1
1263,1976,Flat,209.0,1
1264,1976,Flat,220.0,1
1265,1976,Flat,237.0,1
1266,1976,Flat,258.0,1
1267,1976,Half Stage,70.0,1
1268,1976,Half Stage,86.0,1
1269,1976,Half Stage,91.0,1
1270,1976,Half Stage,123.0,1
1271,1976,Half Stage,144.0,1
1272,1976,Hilly stage,206.0,1
1273,1976,Hilly stage,220.0,1
1274,1976,Individual time trial,6.0,1
1275,1976,Individual time trial,8.0,1
1276,1976,Individual time trial,37.0,1
1277,1976,Individual time trial,39.0,1
1278,1976,Mountain stage,139.0,1
1279,1976,Mountain stage,166.0,1
1280,1976,Mountain stage,188.0,1
1281,1976,Mountain stage,195.0,1
1282,1976,Mountain stage,205.0,1
1283,1976,Mountain stage,220.0,1
1284,1976,Mountain stage,224.0,1
1285,1976,Mountain stage,258.0,1
1286,1976,Team time trial,4.0,1
1287,1977,Individual time trial,5.0,1
1288,1977,Individual time trial,6.0,1
1289,1977,Individual time trial,14.0,1
1290,1977,Individual time trial,30.0,1
1291,1977,Individual time trial,50.0,1
1292,1977,Flat,46.0,1
1293,1977,Flat,91.0,1
1294,1977,Flat,139.0,1
1295,1977,Flat,140.0,1
1296,1977,Flat,142.0,1
1297,1977,Flat,160.0,1
1298,1977,Flat,172.0,1
1299,1977,Flat,174.0,1
1300,1977,Flat,225.0,1
1301,1977,Flat,237.0,1
1302,1977,Flat,242.0,1
1303,1977,Flat,247.0,1
1304,1977,Stage with mountains,105.0,1
1305,1977,Stage with mountains,121.0,1
1306,1977,Stage with mountains,185.0,1
1307,1977,Stage with mountains,187.0,1
1308,1977,Stage with mountains,193.0,1
1309,1977,Stage with mountains,199.0,1
1310,1977,Stage with mountains,230.0,1
1311,1977,Stage with mountains,248.0,1
1312,1977,Stage with mountains,253.0,1
1313,1977,Stage with mountains,256.0,1
1314,1977,Team time trial,4.0,1
1315,1978,Hilly stage,192.0,1
1316,1978,Hilly stage,196.0,1
1317,1978,Hilly stage,221.0,1
1318,1978,Individual time trial,5.0,1
1319,1978,Individual time trial,52.0,1
1320,1978,Individual time trial,59.0,1
1321,1978,Individual time trial,72.0,1
1322,1978,Flat,96.0,1
1323,1978,Flat,100.0,1
1324,1978,Flat,135.0,1
1325,1978,Flat,137.0,1
1326,1978,Flat,158.0,1
1327,1978,Flat,162.0,2
1328,1978,Flat,182.0,1
1329,1978,Flat,199.0,1
1330,1978,Flat,207.0,1
1331,1978,Flat,233.0,1
1332,1978,Flat,242.0,1
1333,1978,Flat,244.0,2
1334,1978,Stage with mountains,161.0,1
1335,1978,Stage with mountains,225.0,1
1336,1978,Stage with mountains,241.0,1
1337,1978,Team time trial,153.0,1
1338,1979,Hilly stage,202.0,1
1339,1979,Individual time trial,5.0,1
1340,1979,Individual time trial,24.0,1
1341,1979,Individual time trial,33.0,1
1342,1979,Individual time trial,49.0,1
1343,1979,Individual time trial,54.0,1
1344,1979,Flat,124.0,1
1345,1979,Flat,145.0,1
1346,1979,Flat,158.0,1
1347,1979,Flat,162.0,1
1348,1979,Flat,180.0,1
1349,1979,Flat,189.0,1
1350,1979,Flat,193.0,1
1351,1979,Flat,201.0,1
1352,1979,Flat,205.0,1
1353,1979,Flat,239.0,1
1354,1979,Flat,240.0,1
1355,1979,Flat,248.0,1
1356,1979,Stage with mountains,119.0,1
1357,1979,Stage with mountains,167.0,1
1358,1979,Stage with mountains,180.0,1
1359,1979,Stage with mountains,201.0,1
1360,1979,Stage with mountains,225.0,1
1361,1979,Team time trial,87.0,1
1362,1979,Team time trial,90.0,1
1363,1980,Hilly stage,140.0,1
1364,1980,Individual time trial,8.0,1
1365,1980,Individual time trial,34.0,1
1366,1980,Individual time trial,35.0,1
1367,1980,Individual time trial,52.0,1
1368,1980,Flat,92.0,1
1369,1980,Flat,133.0,1
1370,1980,Flat,160.0,1
1371,1980,Flat,163.0,1
1372,1980,Flat,164.0,1
1373,1980,Flat,186.0,1
1374,1980,Flat,189.0,1
1375,1980,Flat,194.0,1
1376,1980,Flat,205.0,1
1377,1980,Flat,208.0,1
1378,1980,Flat,216.0,1
1379,1980,Flat,249.0,1
1380,1980,Flat,276.0,1
1381,1980,Flat,282.0,1
1382,1980,Stage with mountains,199.0,1
1383,1980,Stage with mountains,200.0,1
1384,1980,Stage with mountains,209.0,1
1385,1980,Stage with mountains,242.0,1
1386,1980,Team time trial,46.0,1
1387,1980,Team time trial,65.0,1
1388,1981,Hilly stage,97.0,1
1389,1981,Hilly stage,231.0,1
1390,1981,Individual time trial,6.0,1
1391,1981,Individual time trial,27.0,1
1392,1981,Individual time trial,38.0,1
1393,1981,Individual time trial,46.0,1
1394,1981,Flat,107.0,1
1395,1981,Flat,118.0,1
1396,1981,Flat,138.0,1
1397,1981,Flat,157.0,1
1398,1981,Flat,182.0,1
1399,1981,Flat,187.0,1
1400,1981,Flat,197.0,1
1401,1981,Flat,207.0,1
1402,1981,Flat,227.0,1
1403,1981,Flat,232.0,1
1404,1981,Flat,246.0,1
1405,1981,Flat,254.0,1
1406,1981,Flat,264.0,1
1407,1981,Stage with mountains,117.0,1
1408,1981,Stage with mountains,134.0,1
1409,1981,Stage with mountains,200.0,1
1410,1981,Stage with mountains,230.0,1
1411,1981,Team time trial,40.0,1
1412,1981,Team time trial,77.0,1
1413,1982,Hilly stage,207.0,1
1414,1982,Individual time trial,7.0,1
1415,1982,Individual time trial,33.0,1
1416,1982,Individual time trial,48.0,1
1417,1982,Individual time trial,57.0,1
1418,1982,Flat,134.0,1
1419,1982,Flat,138.0,1
1420,1982,Flat,147.0,1
1421,1982,Flat,161.0,1
1422,1982,Flat,187.0,1
1423,1982,Flat,201.0,1
1424,1982,Flat,219.0,1
1425,1982,Flat,233.0,2
1426,1982,Flat,235.0,1
1427,1982,Flat,250.0,1
1428,1982,Stage with mountains,122.0,1
1429,1982,Stage with mountains,123.0,1
1430,1982,Stage with mountains,208.0,1
1431,1982,Stage with mountains,249.0,1
1432,1982,Stage with mountains,251.0,1
1433,1982,Team time trial,69.0,1
1434,1982,Team time trial,73.0,1
1435,1983,Hilly stage,144.0,1
1436,1983,Hilly stage,149.0,1
1437,1983,Hilly stage,152.0,1
1438,1983,Hilly stage,210.0,1
1439,1983,Individual time trial,6.0,1
1440,1983,Individual time trial,15.0,1
1441,1983,Individual time trial,16.0,1
1442,1983,Individual time trial,50.0,1
1443,1983,Individual time trial,58.0,1
1444,1983,Flat,163.0,1
1445,1983,Flat,177.0,1
1446,1983,Flat,195.0,1
1447,1983,Flat,207.0,1
1448,1983,Flat,216.0,1
1449,1983,Flat,222.0,1
1450,1983,Flat,257.0,1
1451,1983,Flat,261.0,1
1452,1983,Flat,291.0,1
1453,1983,Flat,300.0,1
1454,1983,Stage with mountains,201.0,1
1455,1983,Stage with mountains,223.0,1
1456,1983,Stage with mountains,247.0,1
1457,1983,Team time trial,100.0,1
1458,1984,Hilly stage,197.0,1
1459,1984,Hilly stage,228.0,1
1460,1984,Hilly stage,241.0,1
1461,1984,Hilly stage,320.0,1
1462,1984,Individual time trial,5.0,1
1463,1984,Individual time trial,22.0,1
1464,1984,Individual time trial,51.0,1
1465,1984,Individual time trial,67.0,1
1466,1984,Flat,83.0,1
1467,1984,Flat,111.0,1
1468,1984,Flat,149.0,1
1469,1984,Flat,192.0,1
1470,1984,Flat,198.0,1
1471,1984,Flat,202.0,1
1472,1984,Flat,207.0,1
1473,1984,Flat,220.0,1
1474,1984,Flat,249.0,1
1475,1984,Flat,338.0,1
1476,1984,Stage with mountains,141.0,1
1477,1984,Stage with mountains,151.0,1
1478,1984,Stage with mountains,185.0,1
1479,1984,Stage with mountains,186.0,1
1480,1984,Stage with mountains,227.0,1
1481,1984,Team time trial,51.0,1
1482,1985,Hilly stage,174.0,1
1483,1985,Hilly stage,179.0,1
1484,1985,Hilly stage,204.0,1
1485,1985,Individual time trial,6.0,1
1486,1985,Individual time trial,32.0,1
1487,1985,Individual time trial,46.0,1
1488,1985,Individual time trial,75.0,1
1489,1985,Flat,196.0,1
1490,1985,Flat,203.0,1
1491,1985,Flat,217.0,1
1492,1985,Flat,222.0,1
1493,1985,Flat,225.0,1
1494,1985,Flat,238.0,1
1495,1985,Flat,239.0,1
1496,1985,Flat,242.0,1
1497,1985,Flat,247.0,1
1498,1985,Flat,256.0,1
1499,1985,Stage with cobblestones,224.0,1
1500,1985,Stage with mountains,53.0,1
1501,1985,Stage with mountains,83.0,1
1502,1985,Stage with mountains,195.0,1
1503,1985,Stage with mountains,209.0,1
1504,1985,Stage with mountains,269.0,1
1505,1985,Team time trial,73.0,1
1506,1986,Individual time trial,4.6,1
1507,1986,Individual time trial,58.0,1
1508,1986,Individual time trial,61.5,1
1509,1986,Flat,85.0,1
1510,1986,Flat,124.5,1
1511,1986,Flat,154.0,1
1512,1986,Flat,179.5,1
1513,1986,Flat,183.0,1
1514,1986,Flat,190.0,1
1515,1986,Flat,194.0,1
1516,1986,Flat,200.0,1
1517,1986,Flat,201.0,1
1518,1986,Flat,204.0,1
1519,1986,Flat,214.0,1
1520,1986,Flat,225.5,1
1521,1986,Flat,243.0,1
1522,1986,Flat,246.5,1
1523,1986,Flat,255.0,1
1524,1986,Flat,258.3,1
1525,1986,Stage with mountains,162.5,1
1526,1986,Stage with mountains,186.0,1
1527,1986,Stage with mountains,190.0,1
1528,1986,Stage with mountains,217.5,1
1529,1986,Team time trial,56.0,1
1530,1987,Hilly stage,206.0,1
1531,1987,Hilly stage,216.0,1
1532,1987,Hilly stage,239.0,1
1533,1987,Individual time trial,6.0,1
1534,1987,Individual time trial,38.0,1
1535,1987,Individual time trial,87.0,1
1536,1987,Mountain time trial,37.0,1
1537,1987,Flat,79.0,1
1538,1987,Flat,105.0,1
1539,1987,Flat,112.0,1
1540,1987,Flat,164.0,1
1541,1987,Flat,169.0,1
1542,1987,Flat,192.0,1
1543,1987,Flat,206.0,1
1544,1987,Flat,211.0,1
1545,1987,Flat,219.0,1
1546,1987,Flat,225.0,1
1547,1987,Flat,228.0,1
1548,1987,Flat,260.0,1
1549,1987,Stage with mountains,166.0,1
1550,1987,Stage with mountains,185.0,2
1551,1987,Stage with mountains,186.0,1
1552,1987,Stage with mountains,201.0,1
1553,1987,Stage with mountains,219.0,1
1554,1987,Team time trial,41.0,1
1555,1988,Hilly stage,149.0,1
1556,1988,Hilly stage,161.0,1
1557,1988,Hilly stage,188.0,1
1558,1988,Individual time trial,1.0,1
1559,1988,Individual time trial,46.0,1
1560,1988,Individual time trial,52.0,1
1561,1988,Mountain time trial,38.0,1
1562,1988,Flat,35.0,1
1563,1988,Flat,92.0,1
1564,1988,Flat,94.0,1
1565,1988,Flat,148.0,1
1566,1988,Flat,158.0,1
1567,1988,Flat,173.0,1
1568,1988,Flat,198.0,1
1569,1988,Flat,213.0,1
1570,1988,Flat,219.0,1
1571,1988,Flat,223.0,1
1572,1988,Flat,225.0,1
1573,1988,Stage with mountains,163.0,1
1574,1988,Stage with mountains,187.0,1
1575,1988,Stage with mountains,227.0,1
1576,1988,Stage with mountains,232.0,1
1577,1988,Team time trial,48.0,1
1578,1989,Individual time trial,7.8,1
1579,1989,Individual time trial,24.5,1
1580,1989,Individual time trial,73.0,1
1581,1989,Mountain time trial,39.0,1
1582,1989,Flat,130.0,1
1583,1989,Flat,135.5,1
1584,1989,Flat,157.0,1
1585,1989,Flat,179.0,1
1586,1989,Flat,241.0,1
1587,1989,Flat,242.0,1
1588,1989,Flat,255.0,1
1589,1989,Flat,258.5,1
1590,1989,Flat,259.0,1
1591,1989,Stage with mountains,91.5,1
1592,1989,Stage with mountains,125.0,1
1593,1989,Stage with mountains,136.0,1
1594,1989,Stage with mountains,147.0,1
1595,1989,Stage with mountains,158.5,1
1596,1989,Stage with mountains,165.0,1
1597,1989,Stage with mountains,175.0,1
1598,1989,Stage with mountains,238.0,1
1599,1989,Team time trial,46.0,1
1600,1990,Hilly stage,149.0,1
1601,1990,Hilly stage,196.0,1
1602,1990,Hilly stage,205.0,1
1603,1990,Individual time trial,6.3,1
1604,1990,Individual time trial,45.5,1
1605,1990,Individual time trial,61.5,1
1606,1990,Mountain time trial,33.5,1
1607,1990,Flat,138.5,1
1608,1990,Flat,170.0,1
1609,1990,Flat,181.5,1
1610,1990,Flat,182.5,2
1611,1990,Flat,202.0,1
1612,1990,Flat,202.5,1
1613,1990,Flat,203.0,1
1614,1990,Flat,233.0,1
1615,1990,Flat,301.0,1
1616,1990,Stage with mountains,118.5,1
1617,1990,Stage with mountains,150.0,1
1618,1990,Stage with mountains,182.5,1
1619,1990,Stage with mountains,215.0,1
1620,1990,Team time trial,44.5,1
1621,1991,Hilly stage,160.0,1
1622,1991,Hilly stage,177.0,1
1623,1991,Hilly stage,235.0,1
1624,1991,Individual time trial,5.4,1
1625,1991,Individual time trial,57.0,1
1626,1991,Individual time trial,73.0,1
1627,1991,Flat,114.5,1
1628,1991,Flat,149.5,1
1629,1991,Flat,161.0,1
1630,1991,Flat,167.0,1
1631,1991,Flat,172.5,1
1632,1991,Flat,178.0,1
1633,1991,Flat,207.5,1
1634,1991,Flat,210.5,1
1635,1991,Flat,215.0,1
1636,1991,Flat,246.0,1
1637,1991,Flat,259.0,1
1638,1991,Flat,286.0,1
1639,1991,Stage with mountains,125.0,1
1640,1991,Stage with mountains,192.0,1
1641,1991,Stage with mountains,232.0,1
1642,1991,Stage with mountains,255.0,1
1643,1991,Team time trial,36.5,1
1644,1992,Hilly stage,194.5,1
1645,1992,Hilly stage,198.0,1
1646,1992,Hilly stage,212.0,1
1647,1992,Hilly stage,249.5,1
1648,1992,Hilly stage,255.0,1
1649,1992,Hilly stage,267.5,1
1650,1992,Individual time trial,8.0,1
1651,1992,Individual time trial,64.0,1
1652,1992,Individual time trial,65.0,1
1653,1992,Flat,141.0,1
1654,1992,Flat,167.0,1
1655,1992,Flat,189.0,1
1656,1992,Flat,196.0,1
1657,1992,Flat,196.5,1
1658,1992,Flat,206.5,1
1659,1992,Flat,210.0,1
1660,1992,Flat,212.0,1
1661,1992,Flat,217.0,1
1662,1992,Flat,222.0,1
1663,1992,Stage with mountains,186.5,1
1664,1992,Stage with mountains,254.5,1
1665,1992,Team time trial,63.5,1
1666,1993,Individual time trial,6.8,1
1667,1993,Individual time trial,48.0,1
1668,1993,Individual time trial,59.0,1
1669,1993,Flat,158.0,1
1670,1993,Flat,181.5,1
1671,1993,Flat,184.5,1
1672,1993,Flat,189.5,1
1673,1993,Flat,196.5,1
1674,1993,Flat,199.0,1
1675,1993,Flat,199.5,1
1676,1993,Flat,215.0,1
1677,1993,Flat,223.0,1
1678,1993,Flat,225.5,1
1679,1993,Flat,227.5,1
1680,1993,Flat,286.5,1
1681,1993,Stage with mountains,179.0,1
1682,1993,Stage with mountains,190.0,1
1683,1993,Stage with mountains,203.0,1
1684,1993,Stage with mountains,230.0,1
1685,1993,Stage with mountains,231.5,1
1686,1993,Team time trial,81.0,1
1687,1994,Hilly stage,208.5,1
1688,1994,Individual time trial,7.2,1
1689,1994,Individual time trial,64.0,1
1690,1994,Mountain time trial,47.5,1
1691,1994,Flat,160.5,1
1692,1994,Flat,175.0,1
1693,1994,Flat,187.0,1
1694,1994,Flat,202.0,1
1695,1994,Flat,203.5,1
1696,1994,Flat,204.5,1
1697,1994,Flat,218.5,1
1698,1994,Flat,223.0,1
1699,1994,Flat,234.0,1
1700,1994,Flat,259.5,1
1701,1994,Flat,270.5,1
1702,1994,Stage with mountains,149.0,1
1703,1994,Stage with mountains,174.5,1
1704,1994,Stage with mountains,204.5,1
1705,1994,Stage with mountains,224.5,1
1706,1994,Stage with mountains,231.0,1
1707,1994,Stage with mountains,263.5,1
1708,1994,Team time trial,66.5,1
1709,1995,Hilly stage,199.0,1
1710,1995,Hilly stage,203.0,1
1711,1995,Hilly stage,222.5,1
1712,1995,Individual time trial,7.3,1
1713,1995,Individual time trial,46.5,1
1714,1995,Individual time trial,54.0,1
1715,1995,Flat,155.0,1
1716,1995,Flat,162.0,1
1717,1995,Flat,166.5,1
1718,1995,Flat,202.0,1
1719,1995,Flat,233.5,1
1720,1995,Flat,235.5,1
1721,1995,Flat,245.0,1
1722,1995,Flat,246.0,1
1723,1995,Flat,261.0,1
1724,1995,Stage with mountains,149.0,1
1725,1995,Stage with mountains,160.0,1
1726,1995,Stage with mountains,162.5,1
1727,1995,Stage with mountains,164.0,1
1728,1995,Stage with mountains,206.0,1
1729,1995,Team time trial,67.0,1
1730,1996,Hilly stage,143.5,1
1731,1996,Hilly stage,154.5,1
1732,1996,Hilly stage,177.0,1
1733,1996,Hilly stage,186.5,1
1734,1996,Hilly stage,202.0,1
1735,1996,Hilly stage,207.0,1
1736,1996,Hilly stage,208.5,1
1737,1996,Individual time trial,9.4,1
1738,1996,Individual time trial,30.5,1
1739,1996,Individual time trial,63.5,1
1740,1996,Flat,147.5,1
1741,1996,Flat,176.0,1
1742,1996,Flat,195.0,1
1743,1996,Flat,209.0,1
1744,1996,Flat,226.5,1
1745,1996,Flat,232.0,1
1746,1996,Flat,242.0,1
1747,1996,Flat,247.5,1
1748,1996,Stage with mountains,46.0,1
1749,1996,Stage with mountains,199.0,1
1750,1996,Stage with mountains,200.0,1
1751,1996,Stage with mountains,262.0,1
1752,1997,Flat,149.5,1
1753,1997,Flat,161.5,1
1754,1997,Flat,172.0,1
1755,1997,Flat,192.0,1
1756,1997,Flat,194.0,1
1757,1997,Flat,217.5,1
1758,1997,Flat,218.5,1
1759,1997,Flat,223.0,1
1760,1997,Flat,224.0,1
1761,1997,Flat,261.5,1
1762,1997,Flat,262.0,1
1763,1997,Hilly stage,175.5,1
1764,1997,Hilly stage,181.0,1
1765,1997,Hilly stage,192.0,1
1766,1997,Individual time trial,7.3,1
1767,1997,Individual time trial,55.0,1
1768,1997,Individual time trial,63.0,1
1769,1997,Mountain stage,148.0,1
1770,1997,Mountain stage,182.0,1
1771,1997,Mountain stage,203.5,1
1772,1997,Mountain stage,208.5,1
1773,1997,Mountain stage,252.5,1
1774,1998,Flat,147.5,1
1775,1998,Flat,169.0,1
1776,1998,Flat,180.5,1
1777,1998,Flat,190.0,1
1778,1998,Flat,190.5,1
1779,1998,Flat,196.0,1
1780,1998,Flat,204.5,1
1781,1998,Flat,205.5,1
1782,1998,Flat,210.0,1
1783,1998,Flat,228.5,1
1784,1998,Flat,242.0,1
1785,1998,Flat,252.0,1
1786,1998,High mountain stage,149.0,1
1787,1998,High mountain stage,170.0,1
1788,1998,High mountain stage,189.0,1
1789,1998,High mountain stage,196.5,1
1790,1998,High mountain stage,204.0,1
1791,1998,Individual time trial,5.6,1
1792,1998,Individual time trial,52.0,1
1793,1998,Individual time trial,58.0,1
1794,1998,Mountain stage,186.5,1
1795,1998,Mountain stage,218.5,1
1796,1999,Hilly stage,198.5,1
1797,1999,Hilly stage,201.5,1
1798,1999,Hilly stage,236.5,1
1799,1999,Individual time trial,6.8,1
1800,1999,Individual time trial,56.5,1
1801,1999,Individual time trial,57.0,1
1802,1999,Flat,143.5,1
1803,1999,Flat,171.5,1
1804,1999,Flat,176.0,1
1805,1999,Flat,187.5,1
1806,1999,Flat,194.5,2
1807,1999,Flat,199.0,1
1808,1999,Flat,200.0,1
1809,1999,Flat,208.0,1
1810,1999,Flat,227.0,1
1811,1999,Flat,233.5,1
1812,1999,Stage with mountains,173.0,1
1813,1999,Stage with mountains,192.0,1
1814,1999,Stage with mountains,213.5,1
1815,1999,Stage with mountains,220.5,1
1816,2000,Hilly stage,155.0,1
1817,2000,Hilly stage,218.5,1
1818,2000,Individual time trial,16.5,1
1819,2000,Individual time trial,58.5,1
1820,2000,Flat,138.0,1
1821,2000,Flat,161.5,1
1822,2000,Flat,181.0,1
1823,2000,Flat,185.5,1
1824,2000,Flat,194.0,1
1825,2000,Flat,198.5,1
1826,2000,Flat,202.0,1
1827,2000,Flat,203.5,1
1828,2000,Flat,205.5,1
1829,2000,Flat,246.5,1
1830,2000,Flat,254.5,1
1831,2000,Stage with mountains,149.0,1
1832,2000,Stage with mountains,173.5,1
1833,2000,Stage with mountains,196.5,1
1834,2000,Stage with mountains,205.0,1
1835,2000,Stage with mountains,249.5,1
1836,2000,Team time trial,70.0,1
1837,2001,Flat,149.5,1
1838,2001,Flat,160.5,1
1839,2001,Flat,185.0,1
1840,2001,Flat,194.0,1
1841,2001,Flat,194.5,1
1842,2001,Flat,198.5,1
1843,2001,Flat,211.5,1
1844,2001,Flat,215.0,1
1845,2001,Flat,220.5,1
1846,2001,Flat,222.5,1
1847,2001,Flat,229.5,1
1848,2001,Flat,232.5,1
1849,2001,High mountain stage,141.5,1
1850,2001,High mountain stage,166.5,1
1851,2001,High mountain stage,194.0,1
1852,2001,High mountain stage,209.0,1
1853,2001,Individual time trial,8.2,1
1854,2001,Individual time trial,32.0,1
1855,2001,Individual time trial,61.0,1
1856,2001,Medium mountain stage,162.5,1
1857,2001,Team time trial,67.0,1
1858,2002,Hilly stage,176.5,1
1859,2002,Hilly stage,226.5,1
1860,2002,Individual time trial,7.0,1
1861,2002,Individual time trial,50.0,1
1862,2002,Individual time trial,52.0,1
1863,2002,Flat,144.0,1
1864,2002,Flat,147.0,1
1865,2002,Flat,171.0,1
1866,2002,Flat,174.5,1
1867,2002,Flat,176.0,1
1868,2002,Flat,181.0,1
1869,2002,Flat,192.5,1
1870,2002,Flat,195.0,1
1871,2002,Flat,199.5,1
1872,2002,Flat,217.5,1
1873,2002,Stage with mountains,142.0,1
1874,2002,Stage with mountains,158.0,1
1875,2002,Stage with mountains,179.5,1
1876,2002,Stage with mountains,199.5,1
1877,2002,Stage with mountains,221.0,1
1878,2002,Team time trial,67.5,1
1879,2003,Flat,152.0,1
1880,2003,Flat,153.5,1
1881,2003,Flat,167.5,1
1882,2003,Flat,168.0,1
1883,2003,Flat,181.0,1
1884,2003,Flat,196.5,1
1885,2003,Flat,203.5,1
1886,2003,Flat,204.5,1
1887,2003,Flat,219.5,1
1888,2003,Flat,230.0,1
1889,2003,Hilly stage,197.5,1
1890,2003,Individual time trial,6.5,1
1891,2003,Individual time trial,47.0,1
1892,2003,Individual time trial,49.0,1
1893,2003,Mountain stage,159.5,1
1894,2003,Mountain stage,184.5,1
1895,2003,Mountain stage,191.5,1
1896,2003,Mountain stage,197.5,1
1897,2003,Mountain stage,219.0,1
1898,2003,Mountain stage,230.5,1
1899,2003,Team time trial,69.0,1
1900,2004,Hilly stage,164.0,1
1901,2004,Hilly stage,166.5,1
1902,2004,Hilly stage,237.0,1
1903,2004,Individual time trial,6.1,1
1904,2004,Individual time trial,15.5,1
1905,2004,Individual time trial,55.0,1
1906,2004,Mountain stage,180.5,1
1907,2004,Mountain stage,197.5,1
1908,2004,Mountain stage,204.5,1
